Number of attempt,Reward,Time taken,Number of actions
0,-552,300.2385976,1052
1,9436,170.3574495,575
2,-451,300.4638402,952
3,-921,300.5018492,922
4,-404,300.481564,905
5,-864,300.5714955,865
6,-325,300.4323561,826
7,-319,300.4645886,820
8,-815,300.49721,816
9,-801,300.4763739,802
10,-789,300.3586373,790
11,10219,109.3603892,281
12,10887,46.18105006,114
13,-228,300.4379454,728
14,290,300.4101298,710
15,-701,300.3739839,701
16,-699,300.362884,699
17,-696,300.2358296,696
18,-194,300.4782329,695
19,11113,170.3393836,388
20,836,300.6523781,665
21,-648,300.294225,648
22,-145,300.4073739,646
23,-146,300.4795005,647
24,-646,300.4506109,647
25,-144,300.4503515,645
26,-639,300.6472669,640
27,10138,170.253248,362
28,862,300.6189148,639
29,-634,300.5716059,635
